units,year,variable,model,experiment,ensemble,global_value
kg/yr,1926,rh,IPSL-CM6A-LR,historical,r17i1p1f1,4.65255E+14
kg/yr,1927,rh,IPSL-CM6A-LR,historical,r17i1p1f1,4.6972E+14
kg/yr,1928,rh,IPSL-CM6A-LR,historical,r17i1p1f1,4.6777E+14
kg/yr,1929,rh,IPSL-CM6A-LR,historical,r17i1p1f1,4.64693E+14
kg/yr,1930,rh,IPSL-CM6A-LR,historical,r17i1p1f1,4.60245E+14
kg/yr,1931,rh,IPSL-CM6A-LR,historical,r17i1p1f1,4.65348E+14
kg/yr,1932,rh,IPSL-CM6A-LR,historical,r17i1p1f1,4.6482E+14
kg/yr,1933,rh,IPSL-CM6A-LR,historical,r17i1p1f1,4.62382E+14
kg/yr,1934,rh,IPSL-CM6A-LR,historical,r17i1p1f1,4.65615E+14
kg/yr,1935,rh,IPSL-CM6A-LR,historical,r17i1p1f1,4.68845E+14
kg/yr,1936,rh,IPSL-CM6A-LR,historical,r17i1p1f1,4.70834E+14
kg/yr,1937,rh,IPSL-CM6A-LR,historical,r17i1p1f1,4.64176E+14
kg/yr,1938,rh,IPSL-CM6A-LR,historical,r17i1p1f1,4.60682E+14
kg/yr,1939,rh,IPSL-CM6A-LR,historical,r17i1p1f1,4.64783E+14
kg/yr,1940,rh,IPSL-CM6A-LR,historical,r17i1p1f1,4.69923E+14
kg/yr,1941,rh,IPSL-CM6A-LR,historical,r17i1p1f1,4.70702E+14
kg/yr,1942,rh,IPSL-CM6A-LR,historical,r17i1p1f1,4.77648E+14
kg/yr,1943,rh,IPSL-CM6A-LR,historical,r17i1p1f1,4.79782E+14
kg/yr,1944,rh,IPSL-CM6A-LR,historical,r17i1p1f1,4.71165E+14
kg/yr,1945,rh,IPSL-CM6A-LR,historical,r17i1p1f1,4.72022E+14
kg/yr,1946,rh,IPSL-CM6A-LR,historical,r17i1p1f1,4.6971E+14
kg/yr,1947,rh,IPSL-CM6A-LR,historical,r17i1p1f1,4.71839E+14
kg/yr,1948,rh,IPSL-CM6A-LR,historical,r17i1p1f1,4.73976E+14
kg/yr,1949,rh,IPSL-CM6A-LR,historical,r17i1p1f1,4.77082E+14
kg/yr,1950,rh,IPSL-CM6A-LR,historical,r17i1p1f1,4.71646E+14
kg/yr,1951,rh,IPSL-CM6A-LR,historical,r17i1p1f1,4.72092E+14
kg/yr,1952,rh,IPSL-CM6A-LR,historical,r17i1p1f1,4.71422E+14
kg/yr,1953,rh,IPSL-CM6A-LR,historical,r17i1p1f1,4.74327E+14
kg/yr,1954,rh,IPSL-CM6A-LR,historical,r17i1p1f1,4.72161E+14
kg/yr,1955,rh,IPSL-CM6A-LR,historical,r17i1p1f1,4.80166E+14
kg/yr,1956,rh,IPSL-CM6A-LR,historical,r17i1p1f1,4.78046E+14
kg/yr,1957,rh,IPSL-CM6A-LR,historical,r17i1p1f1,4.76616E+14
kg/yr,1958,rh,IPSL-CM6A-LR,historical,r17i1p1f1,4.77663E+14
kg/yr,1959,rh,IPSL-CM6A-LR,historical,r17i1p1f1,4.77265E+14
kg/yr,1960,rh,IPSL-CM6A-LR,historical,r17i1p1f1,4.76323E+14
kg/yr,1961,rh,IPSL-CM6A-LR,historical,r17i1p1f1,4.73934E+14
kg/yr,1962,rh,IPSL-CM6A-LR,historical,r17i1p1f1,4.75554E+14
kg/yr,1963,rh,IPSL-CM6A-LR,historical,r17i1p1f1,4.75923E+14
kg/yr,1964,rh,IPSL-CM6A-LR,historical,r17i1p1f1,4.74931E+14
kg/yr,1965,rh,IPSL-CM6A-LR,historical,r17i1p1f1,4.74736E+14
kg/yr,1966,rh,IPSL-CM6A-LR,historical,r17i1p1f1,4.68691E+14
kg/yr,1967,rh,IPSL-CM6A-LR,historical,r17i1p1f1,4.73079E+14
kg/yr,1968,rh,IPSL-CM6A-LR,historical,r17i1p1f1,4.7954E+14
kg/yr,1969,rh,IPSL-CM6A-LR,historical,r17i1p1f1,4.80582E+14
kg/yr,1970,rh,IPSL-CM6A-LR,historical,r17i1p1f1,4.83213E+14
kg/yr,1971,rh,IPSL-CM6A-LR,historical,r17i1p1f1,4.79622E+14
kg/yr,1972,rh,IPSL-CM6A-LR,historical,r17i1p1f1,4.81663E+14
kg/yr,1973,rh,IPSL-CM6A-LR,historical,r17i1p1f1,4.82179E+14
kg/yr,1974,rh,IPSL-CM6A-LR,historical,r17i1p1f1,4.8258E+14
kg/yr,1975,rh,IPSL-CM6A-LR,historical,r17i1p1f1,4.80614E+14
kg/yr,1976,rh,IPSL-CM6A-LR,historical,r17i1p1f1,4.8523E+14
kg/yr,1977,rh,IPSL-CM6A-LR,historical,r17i1p1f1,4.85005E+14
kg/yr,1978,rh,IPSL-CM6A-LR,historical,r17i1p1f1,4.84943E+14
kg/yr,1979,rh,IPSL-CM6A-LR,historical,r17i1p1f1,4.92473E+14
kg/yr,1980,rh,IPSL-CM6A-LR,historical,r17i1p1f1,4.94121E+14
kg/yr,1981,rh,IPSL-CM6A-LR,historical,r17i1p1f1,4.88703E+14
kg/yr,1982,rh,IPSL-CM6A-LR,historical,r17i1p1f1,4.92384E+14
kg/yr,1983,rh,IPSL-CM6A-LR,historical,r17i1p1f1,4.96077E+14
kg/yr,1984,rh,IPSL-CM6A-LR,historical,r17i1p1f1,4.96732E+14
kg/yr,1985,rh,IPSL-CM6A-LR,historical,r17i1p1f1,4.98949E+14
kg/yr,1986,rh,IPSL-CM6A-LR,historical,r17i1p1f1,5.02833E+14
kg/yr,1987,rh,IPSL-CM6A-LR,historical,r17i1p1f1,5.02972E+14
kg/yr,1988,rh,IPSL-CM6A-LR,historical,r17i1p1f1,4.94155E+14
kg/yr,1989,rh,IPSL-CM6A-LR,historical,r17i1p1f1,5.0249E+14
kg/yr,1990,rh,IPSL-CM6A-LR,historical,r17i1p1f1,5.09534E+14
kg/yr,1991,rh,IPSL-CM6A-LR,historical,r17i1p1f1,5.03473E+14
kg/yr,1992,rh,IPSL-CM6A-LR,historical,r17i1p1f1,5.06658E+14
kg/yr,1993,rh,IPSL-CM6A-LR,historical,r17i1p1f1,5.0885E+14
kg/yr,1994,rh,IPSL-CM6A-LR,historical,r17i1p1f1,5.07038E+14
kg/yr,1995,rh,IPSL-CM6A-LR,historical,r17i1p1f1,5.07901E+14
kg/yr,1996,rh,IPSL-CM6A-LR,historical,r17i1p1f1,5.10349E+14
kg/yr,1997,rh,IPSL-CM6A-LR,historical,r17i1p1f1,5.13557E+14
kg/yr,1998,rh,IPSL-CM6A-LR,historical,r17i1p1f1,5.19883E+14
kg/yr,1999,rh,IPSL-CM6A-LR,historical,r17i1p1f1,5.20561E+14
kg/yr,2000,rh,IPSL-CM6A-LR,historical,r17i1p1f1,5.18213E+14
kg/yr,2001,rh,IPSL-CM6A-LR,historical,r17i1p1f1,5.14298E+14
kg/yr,2002,rh,IPSL-CM6A-LR,historical,r17i1p1f1,5.18685E+14
kg/yr,2003,rh,IPSL-CM6A-LR,historical,r17i1p1f1,5.19376E+14
kg/yr,2004,rh,IPSL-CM6A-LR,historical,r17i1p1f1,5.28039E+14
kg/yr,2005,rh,IPSL-CM6A-LR,historical,r17i1p1f1,5.34003E+14
kg/yr,2006,rh,IPSL-CM6A-LR,historical,r17i1p1f1,5.2377E+14
kg/yr,2007,rh,IPSL-CM6A-LR,historical,r17i1p1f1,5.26014E+14
kg/yr,2008,rh,IPSL-CM6A-LR,historical,r17i1p1f1,5.3163E+14
kg/yr,2009,rh,IPSL-CM6A-LR,historical,r17i1p1f1,5.34326E+14
kg/yr,2010,rh,IPSL-CM6A-LR,historical,r17i1p1f1,5.41078E+14
kg/yr,2011,rh,IPSL-CM6A-LR,historical,r17i1p1f1,5.3821E+14
kg/yr,2012,rh,IPSL-CM6A-LR,historical,r17i1p1f1,5.4244E+14
kg/yr,2013,rh,IPSL-CM6A-LR,historical,r17i1p1f1,5.46101E+14
kg/yr,2014,rh,IPSL-CM6A-LR,historical,r17i1p1f1,5.40445E+14
kg/yr,1850,rh,IPSL-CM6A-LR,historical,r18i1p1f1,4.47239E+14
kg/yr,1851,rh,IPSL-CM6A-LR,historical,r18i1p1f1,4.435E+14
kg/yr,1852,rh,IPSL-CM6A-LR,historical,r18i1p1f1,4.42804E+14
kg/yr,1853,rh,IPSL-CM6A-LR,historical,r18i1p1f1,4.45509E+14
kg/yr,1854,rh,IPSL-CM6A-LR,historical,r18i1p1f1,4.45619E+14
kg/yr,1855,rh,IPSL-CM6A-LR,historical,r18i1p1f1,4.4379E+14
kg/yr,1856,rh,IPSL-CM6A-LR,historical,r18i1p1f1,4.40027E+14
kg/yr,1857,rh,IPSL-CM6A-LR,historical,r18i1p1f1,4.3947E+14
kg/yr,1858,rh,IPSL-CM6A-LR,historical,r18i1p1f1,4.46882E+14
kg/yr,1859,rh,IPSL-CM6A-LR,historical,r18i1p1f1,4.4248E+14
kg/yr,1860,rh,IPSL-CM6A-LR,historical,r18i1p1f1,4.42074E+14
kg/yr,1861,rh,IPSL-CM6A-LR,historical,r18i1p1f1,4.47488E+14
kg/yr,1862,rh,IPSL-CM6A-LR,historical,r18i1p1f1,4.38835E+14
kg/yr,1863,rh,IPSL-CM6A-LR,historical,r18i1p1f1,4.41512E+14
kg/yr,1864,rh,IPSL-CM6A-LR,historical,r18i1p1f1,4.4189E+14
kg/yr,1865,rh,IPSL-CM6A-LR,historical,r18i1p1f1,4.48298E+14
kg/yr,1866,rh,IPSL-CM6A-LR,historical,r18i1p1f1,4.4648E+14
kg/yr,1867,rh,IPSL-CM6A-LR,historical,r18i1p1f1,4.43192E+14
kg/yr,1868,rh,IPSL-CM6A-LR,historical,r18i1p1f1,4.44266E+14
kg/yr,1869,rh,IPSL-CM6A-LR,historical,r18i1p1f1,4.471E+14
kg/yr,1870,rh,IPSL-CM6A-LR,historical,r18i1p1f1,4.44711E+14
kg/yr,1871,rh,IPSL-CM6A-LR,historical,r18i1p1f1,4.47807E+14
kg/yr,1872,rh,IPSL-CM6A-LR,historical,r18i1p1f1,4.44066E+14
kg/yr,1873,rh,IPSL-CM6A-LR,historical,r18i1p1f1,4.43549E+14
kg/yr,1874,rh,IPSL-CM6A-LR,historical,r18i1p1f1,4.44502E+14
kg/yr,1875,rh,IPSL-CM6A-LR,historical,r18i1p1f1,4.40471E+14
kg/yr,1876,rh,IPSL-CM6A-LR,historical,r18i1p1f1,4.40719E+14
kg/yr,1877,rh,IPSL-CM6A-LR,historical,r18i1p1f1,4.37949E+14
kg/yr,1878,rh,IPSL-CM6A-LR,historical,r18i1p1f1,4.42819E+14
kg/yr,1879,rh,IPSL-CM6A-LR,historical,r18i1p1f1,4.45305E+14
kg/yr,1880,rh,IPSL-CM6A-LR,historical,r18i1p1f1,4.48573E+14
kg/yr,1881,rh,IPSL-CM6A-LR,historical,r18i1p1f1,4.4785E+14
kg/yr,1882,rh,IPSL-CM6A-LR,historical,r18i1p1f1,4.46483E+14
kg/yr,1883,rh,IPSL-CM6A-LR,historical,r18i1p1f1,4.43254E+14
kg/yr,1884,rh,IPSL-CM6A-LR,historical,r18i1p1f1,4.41603E+14
kg/yr,1885,rh,IPSL-CM6A-LR,historical,r18i1p1f1,4.4692E+14
kg/yr,1886,rh,IPSL-CM6A-LR,historical,r18i1p1f1,4.44808E+14
kg/yr,1887,rh,IPSL-CM6A-LR,historical,r18i1p1f1,4.45949E+14
kg/yr,1888,rh,IPSL-CM6A-LR,historical,r18i1p1f1,4.47318E+14
kg/yr,1889,rh,IPSL-CM6A-LR,historical,r18i1p1f1,4.4337E+14
kg/yr,1890,rh,IPSL-CM6A-LR,historical,r18i1p1f1,4.46639E+14
kg/yr,1891,rh,IPSL-CM6A-LR,historical,r18i1p1f1,4.50538E+14
kg/yr,1892,rh,IPSL-CM6A-LR,historical,r18i1p1f1,4.45496E+14
kg/yr,1893,rh,IPSL-CM6A-LR,historical,r18i1p1f1,4.49941E+14
kg/yr,1894,rh,IPSL-CM6A-LR,historical,r18i1p1f1,4.46998E+14
kg/yr,1895,rh,IPSL-CM6A-LR,historical,r18i1p1f1,4.47316E+14
kg/yr,1896,rh,IPSL-CM6A-LR,historical,r18i1p1f1,4.45388E+14
kg/yr,1897,rh,IPSL-CM6A-LR,historical,r18i1p1f1,4.50528E+14
kg/yr,1898,rh,IPSL-CM6A-LR,historical,r18i1p1f1,4.49449E+14
kg/yr,1899,rh,IPSL-CM6A-LR,historical,r18i1p1f1,4.47306E+14
kg/yr,1900,rh,IPSL-CM6A-LR,historical,r18i1p1f1,4.55273E+14
kg/yr,1901,rh,IPSL-CM6A-LR,historical,r18i1p1f1,4.48327E+14
kg/yr,1902,rh,IPSL-CM6A-LR,historical,r18i1p1f1,4.51174E+14
kg/yr,1903,rh,IPSL-CM6A-LR,historical,r18i1p1f1,4.54777E+14
kg/yr,1904,rh,IPSL-CM6A-LR,historical,r18i1p1f1,4.53593E+14
kg/yr,1905,rh,IPSL-CM6A-LR,historical,r18i1p1f1,4.47494E+14
kg/yr,1906,rh,IPSL-CM6A-LR,historical,r18i1p1f1,4.49727E+14
kg/yr,1907,rh,IPSL-CM6A-LR,historical,r18i1p1f1,4.57263E+14
kg/yr,1908,rh,IPSL-CM6A-LR,historical,r18i1p1f1,4.51665E+14
kg/yr,1909,rh,IPSL-CM6A-LR,historical,r18i1p1f1,4.57007E+14
kg/yr,1910,rh,IPSL-CM6A-LR,historical,r18i1p1f1,4.6144E+14
kg/yr,1911,rh,IPSL-CM6A-LR,historical,r18i1p1f1,4.52071E+14
kg/yr,1912,rh,IPSL-CM6A-LR,historical,r18i1p1f1,4.51975E+14
kg/yr,1913,rh,IPSL-CM6A-LR,historical,r18i1p1f1,4.51876E+14
kg/yr,1914,rh,IPSL-CM6A-LR,historical,r18i1p1f1,4.52945E+14
kg/yr,1915,rh,IPSL-CM6A-LR,historical,r18i1p1f1,4.58585E+14
kg/yr,1916,rh,IPSL-CM6A-LR,historical,r18i1p1f1,4.5389E+14
kg/yr,1917,rh,IPSL-CM6A-LR,historical,r18i1p1f1,4.55194E+14
kg/yr,1918,rh,IPSL-CM6A-LR,historical,r18i1p1f1,4.55386E+14
kg/yr,1919,rh,IPSL-CM6A-LR,historical,r18i1p1f1,4.51688E+14
kg/yr,1920,rh,IPSL-CM6A-LR,historical,r18i1p1f1,4.54009E+14
kg/yr,1921,rh,IPSL-CM6A-LR,historical,r18i1p1f1,4.55932E+14
kg/yr,1922,rh,IPSL-CM6A-LR,historical,r18i1p1f1,4.55144E+14
kg/yr,1923,rh,IPSL-CM6A-LR,historical,r18i1p1f1,4.60098E+14
kg/yr,1924,rh,IPSL-CM6A-LR,historical,r18i1p1f1,4.60449E+14
kg/yr,1925,rh,IPSL-CM6A-LR,historical,r18i1p1f1,4.6242E+14
kg/yr,1926,rh,IPSL-CM6A-LR,historical,r18i1p1f1,4.63774E+14
kg/yr,1927,rh,IPSL-CM6A-LR,historical,r18i1p1f1,4.59047E+14
kg/yr,1928,rh,IPSL-CM6A-LR,historical,r18i1p1f1,4.60635E+14
kg/yr,1929,rh,IPSL-CM6A-LR,historical,r18i1p1f1,4.60248E+14
kg/yr,1930,rh,IPSL-CM6A-LR,historical,r18i1p1f1,4.56955E+14
kg/yr,1931,rh,IPSL-CM6A-LR,historical,r18i1p1f1,4.66183E+14
kg/yr,1932,rh,IPSL-CM6A-LR,historical,r18i1p1f1,4.6731E+14
kg/yr,1933,rh,IPSL-CM6A-LR,historical,r18i1p1f1,4.5838E+14
kg/yr,1934,rh,IPSL-CM6A-LR,historical,r18i1p1f1,4.66239E+14
kg/yr,1935,rh,IPSL-CM6A-LR,historical,r18i1p1f1,4.70003E+14
kg/yr,1936,rh,IPSL-CM6A-LR,historical,r18i1p1f1,4.6789E+14
kg/yr,1937,rh,IPSL-CM6A-LR,historical,r18i1p1f1,4.67322E+14
kg/yr,1938,rh,IPSL-CM6A-LR,historical,r18i1p1f1,4.66095E+14
kg/yr,1939,rh,IPSL-CM6A-LR,historical,r18i1p1f1,4.63581E+14
kg/yr,1940,rh,IPSL-CM6A-LR,historical,r18i1p1f1,4.67308E+14
kg/yr,1941,rh,IPSL-CM6A-LR,historical,r18i1p1f1,4.69602E+14
kg/yr,1942,rh,IPSL-CM6A-LR,historical,r18i1p1f1,4.59329E+14
kg/yr,1943,rh,IPSL-CM6A-LR,historical,r18i1p1f1,4.69253E+14
kg/yr,1944,rh,IPSL-CM6A-LR,historical,r18i1p1f1,4.6622E+14
kg/yr,1945,rh,IPSL-CM6A-LR,historical,r18i1p1f1,4.6951E+14
kg/yr,1946,rh,IPSL-CM6A-LR,historical,r18i1p1f1,4.70114E+14
kg/yr,1947,rh,IPSL-CM6A-LR,historical,r18i1p1f1,4.72902E+14
kg/yr,1948,rh,IPSL-CM6A-LR,historical,r18i1p1f1,4.70385E+14
kg/yr,1949,rh,IPSL-CM6A-LR,historical,r18i1p1f1,4.76355E+14
kg/yr,1950,rh,IPSL-CM6A-LR,historical,r18i1p1f1,4.71342E+14
kg/yr,1951,rh,IPSL-CM6A-LR,historical,r18i1p1f1,4.72954E+14
kg/yr,1952,rh,IPSL-CM6A-LR,historical,r18i1p1f1,4.7464E+14
kg/yr,1953,rh,IPSL-CM6A-LR,historical,r18i1p1f1,4.73264E+14
kg/yr,1954,rh,IPSL-CM6A-LR,historical,r18i1p1f1,4.74041E+14
kg/yr,1955,rh,IPSL-CM6A-LR,historical,r18i1p1f1,4.71631E+14
kg/yr,1956,rh,IPSL-CM6A-LR,historical,r18i1p1f1,4.7592E+14
kg/yr,1957,rh,IPSL-CM6A-LR,historical,r18i1p1f1,4.73207E+14
kg/yr,1958,rh,IPSL-CM6A-LR,historical,r18i1p1f1,4.75754E+14
kg/yr,1959,rh,IPSL-CM6A-LR,historical,r18i1p1f1,4.77071E+14
kg/yr,1960,rh,IPSL-CM6A-LR,historical,r18i1p1f1,4.77723E+14
kg/yr,1961,rh,IPSL-CM6A-LR,historical,r18i1p1f1,4.7986E+14
kg/yr,1962,rh,IPSL-CM6A-LR,historical,r18i1p1f1,4.77675E+14
kg/yr,1963,rh,IPSL-CM6A-LR,historical,r18i1p1f1,4.73495E+14
kg/yr,1964,rh,IPSL-CM6A-LR,historical,r18i1p1f1,4.75631E+14
kg/yr,1965,rh,IPSL-CM6A-LR,historical,r18i1p1f1,4.83758E+14
kg/yr,1966,rh,IPSL-CM6A-LR,historical,r18i1p1f1,4.81328E+14
kg/yr,1967,rh,IPSL-CM6A-LR,historical,r18i1p1f1,4.80171E+14
kg/yr,1968,rh,IPSL-CM6A-LR,historical,r18i1p1f1,4.79267E+14
kg/yr,1969,rh,IPSL-CM6A-LR,historical,r18i1p1f1,4.76847E+14
kg/yr,1970,rh,IPSL-CM6A-LR,historical,r18i1p1f1,4.86407E+14
kg/yr,1971,rh,IPSL-CM6A-LR,historical,r18i1p1f1,4.8902E+14
kg/yr,1972,rh,IPSL-CM6A-LR,historical,r18i1p1f1,4.89451E+14
kg/yr,1973,rh,IPSL-CM6A-LR,historical,r18i1p1f1,4.84886E+14
kg/yr,1974,rh,IPSL-CM6A-LR,historical,r18i1p1f1,4.80788E+14
kg/yr,1975,rh,IPSL-CM6A-LR,historical,r18i1p1f1,4.84809E+14
kg/yr,1976,rh,IPSL-CM6A-LR,historical,r18i1p1f1,4.88008E+14
kg/yr,1977,rh,IPSL-CM6A-LR,historical,r18i1p1f1,4.92351E+14
kg/yr,1978,rh,IPSL-CM6A-LR,historical,r18i1p1f1,4.88042E+14
kg/yr,1979,rh,IPSL-CM6A-LR,historical,r18i1p1f1,4.92401E+14
kg/yr,1980,rh,IPSL-CM6A-LR,historical,r18i1p1f1,4.9487E+14
kg/yr,1981,rh,IPSL-CM6A-LR,historical,r18i1p1f1,4.92526E+14
kg/yr,1982,rh,IPSL-CM6A-LR,historical,r18i1p1f1,4.98924E+14
kg/yr,1983,rh,IPSL-CM6A-LR,historical,r18i1p1f1,4.96326E+14
kg/yr,1984,rh,IPSL-CM6A-LR,historical,r18i1p1f1,4.99744E+14
kg/yr,1985,rh,IPSL-CM6A-LR,historical,r18i1p1f1,4.9907E+14
kg/yr,1986,rh,IPSL-CM6A-LR,historical,r18i1p1f1,4.97331E+14
kg/yr,1987,rh,IPSL-CM6A-LR,historical,r18i1p1f1,5.00231E+14
kg/yr,1988,rh,IPSL-CM6A-LR,historical,r18i1p1f1,4.98233E+14
kg/yr,1989,rh,IPSL-CM6A-LR,historical,r18i1p1f1,5.02295E+14
kg/yr,1990,rh,IPSL-CM6A-LR,historical,r18i1p1f1,5.07961E+14
kg/yr,1991,rh,IPSL-CM6A-LR,historical,r18i1p1f1,5.03523E+14
kg/yr,1992,rh,IPSL-CM6A-LR,historical,r18i1p1f1,5.02034E+14
kg/yr,1993,rh,IPSL-CM6A-LR,historical,r18i1p1f1,5.04218E+14
kg/yr,1994,rh,IPSL-CM6A-LR,historical,r18i1p1f1,5.06945E+14
kg/yr,1995,rh,IPSL-CM6A-LR,historical,r18i1p1f1,5.09612E+14
kg/yr,1996,rh,IPSL-CM6A-LR,historical,r18i1p1f1,5.16799E+14
kg/yr,1997,rh,IPSL-CM6A-LR,historical,r18i1p1f1,5.08508E+14
kg/yr,1998,rh,IPSL-CM6A-LR,historical,r18i1p1f1,5.18207E+14
kg/yr,1999,rh,IPSL-CM6A-LR,historical,r18i1p1f1,5.17001E+14
kg/yr,2000,rh,IPSL-CM6A-LR,historical,r18i1p1f1,5.15317E+14
kg/yr,2001,rh,IPSL-CM6A-LR,historical,r18i1p1f1,5.23939E+14
kg/yr,2002,rh,IPSL-CM6A-LR,historical,r18i1p1f1,5.26848E+14
kg/yr,2003,rh,IPSL-CM6A-LR,historical,r18i1p1f1,5.23583E+14
kg/yr,2004,rh,IPSL-CM6A-LR,historical,r18i1p1f1,5.19834E+14
kg/yr,2005,rh,IPSL-CM6A-LR,historical,r18i1p1f1,5.29976E+14
kg/yr,2006,rh,IPSL-CM6A-LR,historical,r18i1p1f1,5.37951E+14
kg/yr,2007,rh,IPSL-CM6A-LR,historical,r18i1p1f1,5.29795E+14
kg/yr,2008,rh,IPSL-CM6A-LR,historical,r18i1p1f1,5.32504E+14
kg/yr,2009,rh,IPSL-CM6A-LR,historical,r18i1p1f1,5.29149E+14
kg/yr,2010,rh,IPSL-CM6A-LR,historical,r18i1p1f1,5.3226E+14
kg/yr,2011,rh,IPSL-CM6A-LR,historical,r18i1p1f1,5.38515E+14
kg/yr,2012,rh,IPSL-CM6A-LR,historical,r18i1p1f1,5.33599E+14
kg/yr,2013,rh,IPSL-CM6A-LR,historical,r18i1p1f1,5.31713E+14
kg/yr,2014,rh,IPSL-CM6A-LR,historical,r18i1p1f1,5.39139E+14
kg/yr,1850,rh,IPSL-CM6A-LR,historical,r19i1p1f1,4.41178E+14
kg/yr,1851,rh,IPSL-CM6A-LR,historical,r19i1p1f1,4.50286E+14
kg/yr,1852,rh,IPSL-CM6A-LR,historical,r19i1p1f1,4.39472E+14
kg/yr,1853,rh,IPSL-CM6A-LR,historical,r19i1p1f1,4.42027E+14
kg/yr,1854,rh,IPSL-CM6A-LR,historical,r19i1p1f1,4.40451E+14
kg/yr,1855,rh,IPSL-CM6A-LR,historical,r19i1p1f1,4.38977E+14
kg/yr,1856,rh,IPSL-CM6A-LR,historical,r19i1p1f1,4.44387E+14
kg/yr,1857,rh,IPSL-CM6A-LR,historical,r19i1p1f1,4.39515E+14
kg/yr,1858,rh,IPSL-CM6A-LR,historical,r19i1p1f1,4.44059E+14
kg/yr,1859,rh,IPSL-CM6A-LR,historical,r19i1p1f1,4.46062E+14
kg/yr,1860,rh,IPSL-CM6A-LR,historical,r19i1p1f1,4.42558E+14
kg/yr,1861,rh,IPSL-CM6A-LR,historical,r19i1p1f1,4.45078E+14
kg/yr,1862,rh,IPSL-CM6A-LR,historical,r19i1p1f1,4.49077E+14
kg/yr,1863,rh,IPSL-CM6A-LR,historical,r19i1p1f1,4.45543E+14
kg/yr,1864,rh,IPSL-CM6A-LR,historical,r19i1p1f1,4.42797E+14
kg/yr,1865,rh,IPSL-CM6A-LR,historical,r19i1p1f1,4.48347E+14
kg/yr,1866,rh,IPSL-CM6A-LR,historical,r19i1p1f1,4.42736E+14
kg/yr,1867,rh,IPSL-CM6A-LR,historical,r19i1p1f1,4.4439E+14
kg/yr,1868,rh,IPSL-CM6A-LR,historical,r19i1p1f1,4.4425E+14
kg/yr,1869,rh,IPSL-CM6A-LR,historical,r19i1p1f1,4.41713E+14
kg/yr,1870,rh,IPSL-CM6A-LR,historical,r19i1p1f1,4.42999E+14
kg/yr,1871,rh,IPSL-CM6A-LR,historical,r19i1p1f1,4.48178E+14
kg/yr,1872,rh,IPSL-CM6A-LR,historical,r19i1p1f1,4.45329E+14
kg/yr,1873,rh,IPSL-CM6A-LR,historical,r19i1p1f1,4.45015E+14
kg/yr,1874,rh,IPSL-CM6A-LR,historical,r19i1p1f1,4.45734E+14
kg/yr,1875,rh,IPSL-CM6A-LR,historical,r19i1p1f1,4.48433E+14
kg/yr,1876,rh,IPSL-CM6A-LR,historical,r19i1p1f1,4.51804E+14
kg/yr,1877,rh,IPSL-CM6A-LR,historical,r19i1p1f1,4.49183E+14
kg/yr,1878,rh,IPSL-CM6A-LR,historical,r19i1p1f1,4.52014E+14
kg/yr,1879,rh,IPSL-CM6A-LR,historical,r19i1p1f1,4.42562E+14
kg/yr,1880,rh,IPSL-CM6A-LR,historical,r19i1p1f1,4.50835E+14
kg/yr,1881,rh,IPSL-CM6A-LR,historical,r19i1p1f1,4.51692E+14
kg/yr,1882,rh,IPSL-CM6A-LR,historical,r19i1p1f1,4.4696E+14
kg/yr,1883,rh,IPSL-CM6A-LR,historical,r19i1p1f1,4.4346E+14
kg/yr,1884,rh,IPSL-CM6A-LR,historical,r19i1p1f1,4.42304E+14
kg/yr,1885,rh,IPSL-CM6A-LR,historical,r19i1p1f1,4.48643E+14
kg/yr,1886,rh,IPSL-CM6A-LR,historical,r19i1p1f1,4.51043E+14
kg/yr,1887,rh,IPSL-CM6A-LR,historical,r19i1p1f1,4.51782E+14
kg/yr,1888,rh,IPSL-CM6A-LR,historical,r19i1p1f1,4.5298E+14
kg/yr,1889,rh,IPSL-CM6A-LR,historical,r19i1p1f1,4.55617E+14
kg/yr,1890,rh,IPSL-CM6A-LR,historical,r19i1p1f1,4.56201E+14
kg/yr,1891,rh,IPSL-CM6A-LR,historical,r19i1p1f1,4.53983E+14
kg/yr,1892,rh,IPSL-CM6A-LR,historical,r19i1p1f1,4.50703E+14
kg/yr,1893,rh,IPSL-CM6A-LR,historical,r19i1p1f1,4.562E+14
kg/yr,1894,rh,IPSL-CM6A-LR,historical,r19i1p1f1,4.60222E+14
kg/yr,1895,rh,IPSL-CM6A-LR,historical,r19i1p1f1,4.50118E+14
kg/yr,1896,rh,IPSL-CM6A-LR,historical,r19i1p1f1,4.54108E+14
kg/yr,1897,rh,IPSL-CM6A-LR,historical,r19i1p1f1,4.56719E+14
kg/yr,1898,rh,IPSL-CM6A-LR,historical,r19i1p1f1,4.57971E+14
kg/yr,1899,rh,IPSL-CM6A-LR,historical,r19i1p1f1,4.47921E+14
kg/yr,1900,rh,IPSL-CM6A-LR,historical,r19i1p1f1,4.52026E+14
kg/yr,1901,rh,IPSL-CM6A-LR,historical,r19i1p1f1,4.52963E+14
kg/yr,1902,rh,IPSL-CM6A-LR,historical,r19i1p1f1,4.52367E+14
kg/yr,1903,rh,IPSL-CM6A-LR,historical,r19i1p1f1,4.52734E+14
kg/yr,1904,rh,IPSL-CM6A-LR,historical,r19i1p1f1,4.52666E+14
kg/yr,1905,rh,IPSL-CM6A-LR,historical,r19i1p1f1,4.48642E+14
